Time,Deal,Symbol,Type,Direction,Volume,Price,Order,Commission,Swap,Profit,Balance,Comment,Unnamed: 13
2024.11.04 17:50:00,969.0,USDJPY!,buy,out,0.05,152.044,969.0,- 0.35,0.0,- 14.54,9 672.81,,
2024.11.04 19:05:00,970.0,USDJPY!,buy,in,0.05,152.071,970.0,- 0.35,0.0,0.00,9 672.46,,
2024.11.05 09:15:00,971.0,USDJPY!,sell,out,0.05,152.254,971.0,- 0.35,0.0, 6.01,9 678.12,,
2024.11.05 10:45:00,972.0,USDJPY!,sell,in,0.05,152.212,972.0,- 0.35,0.0,0.00,9 677.77,,
2024.11.06 01:15:00,973.0,USDJPY!,buy,out,0.05,151.805,973.0,- 0.35,0.0, 13.41,9 690.83,,
2024.11.06 02:30:00,974.0,USDJPY!,buy,in,0.05,152.234,974.0,- 0.35,0.0,0.00,9 690.48,,
2024.11.07 01:50:00,975.0,USDJPY!,sell,out,0.05,154.389,975.0,- 0.35,0.0, 69.79,9 759.92,,
2024.11.07 05:50:00,976.0,USDJPY!,sell,in,0.05,154.317,976.0,- 0.35,0.0,0.00,9 759.57,,
2024.11.07 14:05:00,977.0,USDJPY!,buy,out,0.05,154.08,977.0,- 0.35,0.0, 7.69,9 766.91,,
2024.11.07 15:50:00,978.0,USDJPY!,sell,in,0.05,153.538,978.0,- 0.35,0.0,0.00,9 766.56,,
2024.11.08 02:10:00,979.0,USDJPY!,buy,out,0.05,153.228,979.0,- 0.35,0.0, 10.12,9 776.33,,
2024.11.08 02:15:00,980.0,USDJPY!,buy,in,0.05,153.202,980.0,- 0.35,0.0,0.00,9 775.98,,
2024.11.08 06:10:00,981.0,USDJPY!,sell,out,0.05,152.785,981.0,- 0.35,0.0,- 13.65,9 761.98,,
2024.11.08 06:15:00,982.0,USDJPY!,sell,in,0.05,152.702,982.0,- 0.35,0.0,0.00,9 761.63,,
2024.11.08 15:45:00,983.0,USDJPY!,buy,out,0.05,152.787,983.0,- 0.35,0.0,- 2.78,9 758.50,,
2024.11.08 20:45:00,984.0,USDJPY!,buy,in,0.05,152.8,984.0,- 0.35,0.0,0.00,9 758.15,,
2024.11.08 23:30:00,985.0,USDJPY!,sell,out,0.05,152.472,985.0,- 0.35,0.0,- 10.76,9 747.04,,
2024.11.11 04:00:00,986.0,USDJPY!,buy,in,0.05,153.226,986.0,- 0.35,0.0,0.00,9 746.69,,
2024.11.11 21:15:00,987.0,USDJPY!,sell,out,0.05,153.779,987.0,- 0.35,0.0, 17.98,9 764.32,,
2024.11.11 21:30:00,988.0,USDJPY!,sell,in,0.05,153.753,988.0,- 0.35,0.0,0.00,9 763.97,,
2024.11.12 03:30:47,989.0,USDJPY!,buy,out,0.05,153.952,989.0,- 0.35,0.0,- 6.46,9 757.16,sl 153.952,
2024.11.12 04:00:00,990.0,USDJPY!,buy,in,0.05,153.964,990.0,- 0.35,0.0,0.00,9 756.81,,
2024.11.12 07:00:38,991.0,USDJPY!,sell,out,0.05,153.47,991.0,- 0.35,0.0,- 16.09,9 740.37,sl 153.473,
2024.11.12 07:05:00,992.0,USDJPY!,sell,in,0.05,153.486,992.0,- 0.35,0.0,0.00,9 740.02,,
2024.11.12 10:20:00,993.0,USDJPY!,buy,out,0.05,153.881,993.0,- 0.35,0.0,- 12.83,9 726.84,,
2024.11.12 10:25:00,994.0,USDJPY!,buy,in,0.05,153.89,994.0,- 0.35,0.0,0.00,9 726.49,,
2024.11.12 23:05:00,995.0,USDJPY!,sell,out,0.05,154.557,995.0,- 0.35,0.0, 21.58,9 747.72,,
2024.11.13 01:05:00,996.0,USDJPY!,sell,in,0.05,154.517,996.0,- 0.35,0.0,0.00,9 747.37,,
2024.11.13 02:55:00,997.0,USDJPY!,buy,out,0.05,154.926,997.0,- 0.35,0.0,- 13.20,9 733.82,sl 154.925,
2024.11.13 07:40:00,998.0,USDJPY!,buy,in,0.05,154.863,998.0,- 0.35,0.0,0.00,9 733.47,,
2024.11.13 14:05:00,999.0,USDJPY!,sell,out,0.05,154.783,999.0,- 0.35,0.0,- 2.58,9 730.54,,
2024.11.13 15:35:00,1000.0,USDJPY!,sell,in,0.05,154.603,1000.0,- 0.35,0.0,0.00,9 730.19,,
2024.11.13 18:20:00,1001.0,USDJPY!,buy,out,0.05,155.148,1001.0,- 0.35,0.0,- 17.56,9 712.28,,
2024.11.13 18:45:00,1002.0,USDJPY!,buy,in,0.05,155.228,1002.0,- 0.35,0.0,0.00,9 711.93,,
2024.11.14 01:15:00,1003.0,USDJPY!,sell,out,0.05,155.359,1003.0,- 0.35,0.0, 4.22,9 715.80,,
2024.11.14 04:30:00,1004.0,USDJPY!,buy,in,0.05,155.906,1004.0,- 0.35,0.0,0.00,9 715.45,,
2024.11.14 09:35:00,1005.0,USDJPY!,sell,out,0.05,155.767,1005.0,- 0.35,0.0,- 4.46,9 710.64,,
2024.11.14 16:30:00,1006.0,USDJPY!,sell,in,0.05,155.669,1006.0,- 0.35,0.0,0.00,9 710.29,,
2024.11.14 22:05:07,1007.0,USDJPY!,buy,out,0.05,156.248,1007.0,- 0.35,0.0,- 18.53,9 691.41,sl 156.243,
2024.11.14 22:15:00,1008.0,USDJPY!,buy,in,0.05,156.377,1008.0,- 0.35,0.0,0.00,9 691.06,,
2024.11.15 05:15:00,1009.0,USDJPY!,sell,out,0.05,156.306,1009.0,- 0.35,0.0,- 2.27,9 688.44,,
2024.11.15 08:40:00,1010.0,USDJPY!,sell,in,0.05,156.172,1010.0,- 0.35,0.0,0.00,9 688.09,,
2024.11.15 16:50:00,1011.0,USDJPY!,buy,out,0.05,155.749,1011.0,- 0.35,0.0, 13.58,9 701.32,,
2024.11.15 18:15:00,1012.0,USDJPY!,sell,in,0.05,154.689,1012.0,- 0.35,0.0,0.00,9 700.97,,
2024.11.15 23:30:00,1013.0,USDJPY!,buy,out,0.05,154.342,1013.0,- 0.35,0.0, 11.24,9 711.86,,
2024.11.18 03:30:00,1014.0,USDJPY!,buy,in,0.05,155.068,1014.0,- 0.35,0.0,0.00,9 711.51,,
2024.11.18 07:50:00,1015.0,USDJPY!,sell,out,0.05,154.466,1015.0,- 0.35,0.0,- 19.49,9 691.67,,
2024.11.18 12:05:00,1016.0,USDJPY!,buy,in,0.05,154.824,1016.0,- 0.35,0.0,0.00,9 691.32,,
2024.11.18 20:45:00,1017.0,USDJPY!,sell,out,0.05,154.648,1017.0,- 0.35,0.0,- 5.69,9 685.28,,
2024.11.18 20:50:00,1018.0,USDJPY!,sell,in,0.05,154.627,1018.0,- 0.35,0.0,0.00,9 684.93,,
2024.11.19 07:40:00,1019.0,USDJPY!,buy,out,0.05,154.409,1019.0,- 0.35,0.0, 7.06,9 691.64,,
2024.11.19 09:15:00,1020.0,USDJPY!,buy,in,0.05,154.579,1020.0,- 0.35,0.0,0.00,9 691.29,,
2024.11.19 10:35:03,1021.0,USDJPY!,sell,out,0.05,153.953,1021.0,- 0.35,0.0,- 20.33,9 670.61,sl 153.953,
2024.11.19 18:15:00,1022.0,USDJPY!,buy,in,0.05,154.158,1022.0,- 0.35,0.0,0.00,9 670.26,,
2024.11.20 16:35:00,1023.0,USDJPY!,sell,out,0.05,155.667,1023.0,- 0.35,0.0, 48.47,9 718.38,,
2024.11.20 17:15:00,1024.0,USDJPY!,sell,in,0.05,155.261,1024.0,- 0.35,0.0,0.00,9 718.03,,
2024.11.21 07:50:00,1025.0,USDJPY!,buy,out,0.05,155.258,1025.0,- 0.35,0.0, 0.10,9 717.78,,
2024.11.21 09:45:00,1026.0,USDJPY!,sell,in,0.05,154.778,1026.0,- 0.35,0.0,0.00,9 717.43,,
2024.11.22 07:54:47,1027.0,USDJPY!,buy,out,0.05,154.701,1027.0,- 0.35,0.0, 2.49,9 719.57,sl 154.701,
2024.11.22 07:55:00,1028.0,USDJPY!,buy,in,0.05,154.699,1028.0,- 0.35,0.0,0.00,9 719.22,,
2024.11.22 12:30:00,1029.0,USDJPY!,sell,out,0.05,154.304,1029.0,- 0.35,0.0,- 12.80,9 706.07,,
2024.11.22 18:00:00,1030.0,USDJPY!,buy,in,0.05,154.904,1030.0,- 0.35,0.0,0.00,9 705.72,,
2024.11.22 23:30:00,1031.0,USDJPY!,sell,out,0.05,154.82,1031.0,- 0.35,0.0,- 2.71,9 702.66,,
2024.11.25 04:40:00,1032.0,USDJPY!,sell,in,0.05,153.578,1032.0,- 0.35,0.0,0.00,9 702.31,,
2024.11.25 07:10:00,1033.0,USDJPY!,buy,out,0.05,154.235,1033.0,- 0.35,0.0,- 21.30,9 680.66,,
2024.11.25 08:15:00,1034.0,USDJPY!,buy,in,0.05,154.404,1034.0,- 0.35,0.0,0.00,9 680.31,,
2024.11.25 14:50:00,1035.0,USDJPY!,sell,out,0.05,154.215,1035.0,- 0.35,0.0,- 6.13,9 673.83,,
2024.11.25 15:15:00,1036.0,USDJPY!,sell,in,0.05,153.903,1036.0,- 0.35,0.0,0.00,9 673.48,,
2024.11.26 09:30:00,1037.0,USDJPY!,buy,out,0.05,154.138,1037.0,- 0.35,0.0,- 7.62,9 665.51,,
2024.11.26 14:15:00,1038.0,USDJPY!,sell,in,0.05,153.306,1038.0,- 0.35,0.0,0.00,9 665.16,,
2024.11.27 23:35:00,1039.0,USDJPY!,buy,out,0.05,151.164,1039.0,- 0.35,0.0, 70.85,9 735.66,,
2024.11.28 02:20:00,1040.0,USDJPY!,buy,in,0.05,151.565,1040.0,- 0.35,0.0,0.00,9 735.31,,
2024.11.28 15:50:00,1041.0,USDJPY!,sell,out,0.05,151.639,1041.0,- 0.35,0.0, 2.44,9 737.40,,
2024.11.28 16:15:00,1042.0,USDJPY!,sell,in,0.05,151.529,1042.0,- 0.35,0.0,0.00,9 737.05,,
2024.11.29 11:50:00,1043.0,USDJPY!,buy,out,0.05,150.24,1043.0,- 0.35,0.0, 42.90,9 779.60,,
2024.11.29 18:25:00,1044.0,USDJPY!,buy,in,0.05,150.403,1044.0,- 0.35,0.0,0.00,9 779.25,,
2024.11.29 20:06:25,1045.0,USDJPY!,sell,out,0.05,149.529,1045.0,- 0.35,0.0,- 29.23,9 749.67,sl 149.534,
2024.11.29 21:20:00,1046.0,USDJPY!,sell,in,0.05,149.485,1046.0,- 0.35,0.0,0.00,9 749.32,,
2024.11.29 23:30:00,1047.0,USDJPY!,buy,out,0.05,149.647,1047.0,- 0.35,0.0,- 5.41,9 743.56,,
2024.12.02 03:00:00,1048.0,USDJPY!,buy,in,0.05,150.215,1048.0,- 0.35,0.0,0.00,9 743.21,,
2024.12.02 08:55:00,1049.0,USDJPY!,sell,out,0.05,150.268,1049.0,- 0.35,0.0, 1.76,9 744.62,,
2024.12.02 14:30:00,1050.0,USDJPY!,sell,in,0.05,150.068,1050.0,- 0.35,0.0,0.00,9 744.27,,
2024.12.03 01:25:00,1051.0,USDJPY!,buy,out,0.05,149.763,1051.0,- 0.35,0.0, 10.18,9 754.10,,
2024.12.03 02:15:00,1052.0,USDJPY!,buy,in,0.05,149.744,1052.0,- 0.35,0.0,0.00,9 753.75,,
2024.12.03 10:45:00,1053.0,USDJPY!,sell,out,0.05,149.899,1053.0,- 0.35,0.0, 5.17,9 758.57,,
2024.12.03 11:20:01,1054.0,USDJPY!,sell,in,0.05,149.807,1054.0,- 0.35,0.0,0.00,9 758.22,,
2024.12.03 22:50:00,1055.0,USDJPY!,buy,out,0.05,149.459,1055.0,- 0.35,0.0, 11.64,9 769.51,,
2024.12.03 23:05:00,1056.0,USDJPY!,buy,in,0.05,149.479,1056.0,- 0.35,0.0,0.00,9 769.16,,
2024.12.04 17:15:00,1057.0,USDJPY!,sell,out,0.05,150.505,1057.0,- 0.35,0.0, 34.09,9 802.90,,
2024.12.04 18:15:00,1058.0,USDJPY!,sell,in,0.05,150.28,1058.0,- 0.35,0.0,0.00,9 802.55,,
2024.12.04 23:30:00,1059.0,USDJPY!,buy,out,0.05,150.612,1059.0,- 0.35,0.0,- 11.02,9 791.18,,
2024.12.05 01:30:00,1060.0,USDJPY!,buy,in,0.05,150.734,1060.0,- 0.35,0.0,0.00,9 790.83,,
2024.12.05 05:05:03,1061.0,USDJPY!,sell,out,0.05,150.279,1061.0,- 0.35,0.0,- 15.14,9 775.34,,
2024.12.05 05:20:00,1062.0,USDJPY!,sell,in,0.05,150.241,1062.0,- 0.35,0.0,0.00,9 774.99,,
2024.12.05 12:00:00,1063.0,USDJPY!,buy,out,0.05,150.313,1063.0,- 0.35,0.0,- 2.40,9 772.24,,
2024.12.05 14:30:00,1064.0,USDJPY!,buy,in,0.05,150.399,1064.0,- 0.35,0.0,0.00,9 771.89,,
2024.12.05 19:35:00,1065.0,USDJPY!,sell,out,0.05,150.124,1065.0,- 0.35,0.0,- 9.16,9 762.38,,
2024.12.05 21:40:00,1066.0,USDJPY!,sell,in,0.05,149.965,1066.0,- 0.35,0.0,0.00,9 762.03,,
2024.12.06 02:10:00,1067.0,USDJPY!,buy,out,0.05,150.257,1067.0,- 0.35,0.0,- 9.72,9 751.96,,
2024.12.06 05:00:00,1068.0,USDJPY!,sell,in,0.05,149.831,1068.0,- 0.35,0.0,0.00,9 751.61,,
2024.12.06 09:30:00,1069.0,USDJPY!,buy,out,0.05,150.151,1069.0,- 0.35,0.0,- 10.66,9 740.60,,
2024.12.06 10:15:00,1070.0,USDJPY!,buy,in,0.05,150.284,1070.0,- 0.35,0.0,0.00,9 740.25,,
2024.12.06 15:45:00,1071.0,USDJPY!,sell,out,0.05,150.023,1071.0,- 0.35,0.0,- 8.70,9 731.20,,
2024.12.09 02:30:00,1072.0,USDJPY!,sell,in,0.05,149.771,1072.0,- 0.35,0.0,0.00,9 730.85,,
2024.12.09 08:19:32,1073.0,USDJPY!,buy,out,0.05,150.134,1073.0,- 0.35,0.0,- 12.09,9 718.41,sl 150.132,
2024.12.09 08:30:00,1074.0,USDJPY!,buy,in,0.05,150.17,1074.0,- 0.35,0.0,0.00,9 718.06,,
2024.12.10 00:00:03,1075.0,USDJPY!,sell,out,0.05,151.082,1075.0,- 0.35,0.0, 30.18,9 747.89,,
2024.12.10 03:00:00,1076.0,USDJPY!,buy,in,0.05,151.447,1076.0,- 0.35,0.0,0.00,9 747.54,,
2024.12.10 04:45:00,1077.0,USDJPY!,sell,out,0.05,151.069,1077.0,- 0.35,0.0,- 12.51,9 734.68,,
2024.12.10 05:40:00,1078.0,USDJPY!,sell,in,0.05,151.121,1078.0,- 0.35,0.0,0.00,9 734.33,,
2024.12.10 09:56:02,1079.0,USDJPY!,buy,out,0.05,151.548,1079.0,- 0.35,0.0,- 14.09,9 719.89,sl 151.548,
2024.12.10 10:15:00,1080.0,USDJPY!,buy,in,0.05,151.747,1080.0,- 0.35,0.0,0.00,9 719.54,,
2024.12.10 22:30:04,1081.0,USDJPY!,sell,out,0.05,151.889,1081.0,- 0.35,0.0, 4.67,9 723.86,,
2024.12.11 01:50:00,1082.0,USDJPY!,sell,in,0.05,151.811,1082.0,- 0.35,0.0,0.00,9 723.51,,
2024.12.11 08:50:00,1083.0,USDJPY!,buy,out,0.05,151.718,1083.0,- 0.35,0.0, 3.06,9 726.22,,
2024.12.11 11:40:00,1084.0,USDJPY!,buy,in,0.05,152.588,1084.0,- 0.35,0.0,0.00,9 725.87,,
2024.12.12 01:25:01,1085.0,USDJPY!,sell,out,0.05,152.338,1085.0,- 0.35,0.0,- 8.21,9 717.31,,
2024.12.12 01:45:00,1086.0,USDJPY!,sell,in,0.05,152.32,1086.0,- 0.35,0.0,0.00,9 716.96,,
2024.12.12 07:50:00,1087.0,USDJPY!,buy,out,0.05,152.481,1087.0,- 0.35,0.0,- 5.28,9 711.33,,
2024.12.12 08:05:00,1088.0,USDJPY!,buy,in,0.05,152.603,1088.0,- 0.35,0.0,0.00,9 710.98,,
2024.12.12 13:30:00,1089.0,USDJPY!,sell,out,0.05,152.242,1089.0,- 0.35,0.0,- 11.86,9 698.77,,
2024.12.12 13:45:00,1090.0,USDJPY!,sell,in,0.05,152.232,1090.0,- 0.35,0.0,0.00,9 698.42,,
2024.12.12 20:05:00,1091.0,USDJPY!,buy,out,0.05,152.363,1091.0,- 0.35,0.0,- 4.30,9 693.77,,
2024.12.12 20:55:00,1092.0,USDJPY!,buy,in,0.05,152.46,1092.0,- 0.35,0.0,0.00,9 693.42,,
2024.12.13 08:50:00,1093.0,USDJPY!,sell,out,0.05,152.828,1093.0,- 0.35,0.0, 12.04,9 705.11,,
2024.12.13 11:45:00,1094.0,USDJPY!,buy,in,0.05,153.386,1094.0,- 0.35,0.0,0.00,9 704.76,,
2024.12.13 23:25:00,1095.0,USDJPY!,sell,out,0.05,153.619,1095.0,- 0.35,0.0, 7.58,9 711.99,,
2024.12.16 01:05:00,1096.0,USDJPY!,sell,in,0.05,153.546,1096.0,- 0.35,0.0,0.00,9 711.64,,
2024.12.16 02:52:37,1097.0,USDJPY!,buy,out,0.05,153.804,1097.0,- 0.35,0.0,- 8.39,9 702.90,sl 153.802,
2024.12.16 04:20:01,1098.0,USDJPY!,buy,in,0.05,153.946,1098.0,- 0.35,0.0,0.00,9 702.55,,
2024.12.16 09:00:00,1099.0,USDJPY!,sell,out,0.05,153.651,1099.0,- 0.35,0.0,- 9.60,9 692.60,,
2024.12.16 09:50:00,1100.0,USDJPY!,sell,in,0.05,153.56,1100.0,- 0.35,0.0,0.00,9 692.25,,
2024.12.16 12:55:00,1101.0,USDJPY!,buy,out,0.05,153.813,1101.0,- 0.35,0.0,- 8.22,9 683.68,,
2024.12.16 14:20:00,1102.0,USDJPY!,buy,in,0.05,153.888,1102.0,- 0.35,0.0,0.00,9 683.33,,
2024.12.16 21:05:00,1103.0,USDJPY!,sell,out,0.05,154.056,1103.0,- 0.35,0.0, 5.45,9 688.43,,
2024.12.17 02:45:00,1104.0,USDJPY!,buy,in,0.05,154.303,1104.0,- 0.35,0.0,0.00,9 688.08,,
2024.12.17 03:38:06,1105.0,USDJPY!,sell,out,0.05,153.974,1105.0,- 0.35,0.0,- 10.68,9 677.05,sl 153.974,
2024.12.17 04:15:00,1106.0,USDJPY!,sell,in,0.05,153.851,1106.0,- 0.35,0.0,0.00,9 676.70,,
2024.12.17 23:05:00,1107.0,USDJPY!,buy,out,0.05,153.548,1107.0,- 0.35,0.0, 9.87,9 686.22,,
2024.12.18 02:10:00,1108.0,USDJPY!,buy,in,0.05,153.67,1108.0,- 0.35,0.0,0.00,9 685.87,,
2024.12.18 06:45:00,1109.0,USDJPY!,sell,out,0.05,153.439,1109.0,- 0.35,0.0,- 7.53,9 677.99,,
2024.12.18 07:55:00,1110.0,USDJPY!,sell,in,0.05,153.4,1110.0,- 0.35,0.0,0.00,9 677.64,,
2024.12.18 11:15:00,1111.0,USDJPY!,buy,out,0.05,153.684,1111.0,- 0.35,0.0,- 9.24,9 668.05,,
2024.12.18 18:00:00,1112.0,USDJPY!,buy,in,0.05,154.026,1112.0,- 0.35,0.0,0.00,9 667.70,,
2024.12.19 22:25:00,1113.0,USDJPY!,sell,out,0.05,157.351,1113.0,- 0.35,0.0, 105.66,9 773.01,,
2024.12.20 04:30:00,1114.0,USDJPY!,sell,in,0.05,156.984,1114.0,- 0.35,0.0,0.00,9 772.66,,
2024.12.20 23:30:00,1115.0,USDJPY!,buy,out,0.05,156.402,1115.0,- 0.35,0.0, 18.61,9 790.92,,
2024.12.23 00:50:03,1116.0,USDJPY!,buy,in,0.05,156.529,1116.0,- 0.35,0.0,0.00,9 790.57,,
2024.12.24 05:35:07,1117.0,USDJPY!,sell,out,0.05,157.094,1117.0,- 0.35,0.0, 17.98,9 808.20,,
2024.12.24 05:45:00,1118.0,USDJPY!,sell,in,0.05,157.052,1118.0,- 0.35,0.0,0.00,9 807.85,,
2024.12.24 13:30:00,1119.0,USDJPY!,buy,out,0.05,157.118,1119.0,- 0.35,0.0,- 2.10,9 805.40,,
2024.12.24 13:35:00,1120.0,USDJPY!,buy,in,0.05,157.125,1120.0,- 0.35,0.0,0.00,9 805.05,,
2024.12.24 22:40:02,1121.0,USDJPY!,sell,out,0.05,157.189,1121.0,- 0.35,0.0, 2.04,9 806.74,,
2024.12.24 23:35:02,1122.0,USDJPY!,sell,in,0.05,157.115,1122.0,- 0.35,0.0,0.00,9 806.39,,
2024.12.26 00:00:20,1123.0,USDJPY!,buy,out,0.05,157.449,1123.0,- 0.35,0.0,- 10.61,9 795.43,sl 157.378,
2024.12.26 04:25:00,1124.0,USDJPY!,buy,in,0.05,157.455,1124.0,- 0.35,0.0,0.00,9 795.08,,
2024.12.27 00:15:00,1125.0,USDJPY!,sell,out,0.05,157.871,1125.0,- 0.35,0.0, 13.18,9 807.91,,
2024.12.27 00:20:16,1126.0,USDJPY!,sell,in,0.05,157.872,1126.0,- 0.35,0.0,0.00,9 807.56,,
2024.12.27 08:50:00,1127.0,USDJPY!,buy,out,0.05,157.801,1127.0,- 0.35,0.0, 2.25,9 809.46,,
2024.12.27 09:30:00,1128.0,USDJPY!,buy,in,0.05,157.815,1128.0,- 0.35,0.0,0.00,9 809.11,,
2024.12.27 14:00:00,1129.0,USDJPY!,sell,out,0.05,157.652,1129.0,- 0.35,0.0,- 5.17,9 803.59,,
2024.12.30 07:45:02,1130.0,USDJPY!,buy,in,0.05,157.875,1130.0,- 0.35,0.0,0.00,9 803.24,,
2024.12.30 13:10:00,1131.0,USDJPY!,sell,out,0.05,157.746,1131.0,- 0.35,0.0,- 4.09,9 798.80,,
2024.12.30 16:00:00,1132.0,USDJPY!,sell,in,0.05,157.456,1132.0,- 0.35,0.0,0.00,9 798.45,,
2024.12.31 12:05:00,1133.0,USDJPY!,buy,out,0.05,156.711,1133.0,- 0.35,0.0, 23.77,9 821.87,,
2024.12.31 12:15:00,1134.0,USDJPY!,buy,in,0.05,156.765,1134.0,- 0.35,0.0,0.00,9 821.52,,
2025.01.02 06:10:00,1135.0,USDJPY!,sell,out,0.05,157.071,1135.0,- 0.35,0.0, 9.74,9 830.91,,
2025.01.02 06:15:00,1136.0,USDJPY!,sell,in,0.05,157.061,1136.0,- 0.35,0.0,0.00,9 830.56,,
2025.01.02 13:00:00,1137.0,USDJPY!,buy,out,0.05,157.137,1137.0,- 0.35,0.0,- 2.42,9 827.79,,
2025.01.02 13:45:00,1138.0,USDJPY!,buy,in,0.05,157.25,1138.0,- 0.35,0.0,0.00,9 827.44,,
2025.01.03 00:55:51,1139.0,USDJPY!,sell,out,0.05,157.45,1139.0,- 0.35,0.0, 6.35,9 833.44,,
2025.01.03 02:05:00,1140.0,USDJPY!,sell,in,0.05,157.313,1140.0,- 0.35,0.0,0.00,9 833.09,,
2025.01.03 13:00:00,1141.0,USDJPY!,buy,out,0.05,157.38,1141.0,- 0.35,0.0,- 2.13,9 830.61,,
2025.01.06 05:45:00,1142.0,USDJPY!,buy,in,0.05,157.764,1142.0,- 0.35,0.0,0.00,9 830.26,,
2025.01.06 09:20:00,1143.0,USDJPY!,sell,out,0.05,157.565,1143.0,- 0.35,0.0,- 6.31,9 823.60,,
2025.01.06 12:45:01,1144.0,USDJPY!,buy,in,0.05,157.852,1144.0,- 0.35,0.0,0.00,9 823.25,,
2025.01.06 13:30:01,1145.0,USDJPY!,sell,out,0.05,157.337,1145.0,- 0.35,0.0,- 16.37,9 806.53,sl 157.337,
2025.01.06 20:10:00,1146.0,USDJPY!,buy,in,0.05,157.668,1146.0,- 0.35,0.0,0.00,9 806.18,,
2025.01.07 07:30:00,1147.0,USDJPY!,sell,out,0.05,158.009,1147.0,- 0.35,0.0, 10.79,9 816.62,,
2025.01.07 09:10:00,1148.0,USDJPY!,sell,in,0.05,157.714,1148.0,- 0.35,0.0,0.00,9 816.27,,
2025.01.07 14:15:00,1149.0,USDJPY!,buy,out,0.05,157.803,1149.0,- 0.35,0.0,- 2.82,9 813.10,,
2025.01.08 00:45:01,1150.0,USDJPY!,buy,in,0.05,158.073,1150.0,- 0.35,0.0,0.00,9 812.75,,
2025.01.08 09:15:01,1151.0,USDJPY!,sell,out,0.05,157.943,1151.0,- 0.35,0.0,- 4.12,9 808.28,,
2025.01.08 12:45:00,1152.0,USDJPY!,buy,in,0.05,158.313,1152.0,- 0.35,0.0,0.00,9 807.93,,
2025.01.08 23:55:00,1153.0,USDJPY!,sell,out,0.05,158.358,1153.0,- 0.35,0.0, 1.42,9 809.00,,
2025.01.09 01:50:02,1154.0,USDJPY!,sell,in,0.05,158.218,1154.0,- 0.35,0.0,0.00,9 808.65,,
2025.01.09 19:00:00,1155.0,USDJPY!,buy,out,0.05,158.018,1155.0,- 0.35,0.0, 6.33,9 814.63,,
2025.01.09 19:30:00,1156.0,USDJPY!,buy,in,0.05,158.126,1156.0,- 0.35,0.0,0.00,9 814.28,,
2025.01.10 02:00:00,1157.0,USDJPY!,sell,out,0.05,158.04,1157.0,- 0.35,0.0,- 2.72,9 811.21,,
2025.01.10 03:15:00,1158.0,USDJPY!,sell,in,0.05,158.02,1158.0,- 0.35,0.0,0.00,9 810.86,,
2025.01.10 04:19:29,1159.0,USDJPY!,buy,out,0.05,158.231,1159.0,- 0.35,0.0,- 6.67,9 803.84,sl 158.230,
2025.01.13 02:25:00,1160.0,USDJPY!,buy,in,0.05,157.956,1160.0,- 0.35,0.0,0.00,9 803.49,,
2025.01.13 07:20:00,1161.0,USDJPY!,sell,out,0.05,157.448,1161.0,- 0.35,0.0,- 16.13,9 787.01,,
2025.01.13 07:35:00,1162.0,USDJPY!,sell,in,0.05,157.344,1162.0,- 0.35,0.0,0.00,9 786.66,,
2025.01.13 10:40:00,1163.0,USDJPY!,buy,out,0.05,157.621,1163.0,- 0.35,0.0,- 8.79,9 777.52,,
2025.01.13 11:45:00,1164.0,USDJPY!,sell,in,0.05,157.141,1164.0,- 0.35,0.0,0.00,9 777.17,,
2025.01.13 17:45:00,1165.0,USDJPY!,buy,out,0.05,157.497,1165.0,- 0.35,0.0,- 11.30,9 765.52,,
2025.01.13 18:15:00,1166.0,USDJPY!,buy,in,0.05,157.576,1166.0,- 0.35,0.0,0.00,9 765.17,,
2025.01.14 00:30:09,1167.0,USDJPY!,sell,out,0.05,157.336,1167.0,- 0.35,0.0,- 7.63,9 757.19,,
2025.01.14 01:20:00,1168.0,USDJPY!,sell,in,0.05,157.301,1168.0,- 0.35,0.0,0.00,9 756.84,,
2025.01.14 03:30:38,1169.0,USDJPY!,buy,out,0.05,157.834,1169.0,- 0.35,0.0,- 16.88,9 739.61,sl 157.819,
2025.01.14 11:35:00,1170.0,USDJPY!,buy,in,0.05,157.956,1170.0,- 0.35,0.0,0.00,9 739.26,,
2025.01.15 01:00:00,1171.0,USDJPY!,sell,out,0.05,157.927,1171.0,- 0.35,0.0,- 0.92,9 737.99,,
2025.01.15 06:25:00,1172.0,USDJPY!,sell,in,0.05,157.813,1172.0,- 0.35,0.0,0.00,9 737.64,,
2025.01.15 15:15:00,1173.0,USDJPY!,buy,out,0.05,157.063,1173.0,- 0.35,0.0, 23.88,9 761.17,,
2025.01.15 16:20:00,1174.0,USDJPY!,sell,in,0.05,156.16,1174.0,- 0.35,0.0,0.00,9 760.82,,
2025.01.16 08:00:00,1175.0,USDJPY!,buy,out,0.05,156.117,1175.0,- 0.35,0.0, 1.38,9 761.85,,
2025.01.16 18:05:00,1176.0,USDJPY!,sell,in,0.05,155.291,1176.0,- 0.35,0.0,0.00,9 761.50,,
2025.01.17 02:05:00,1177.0,USDJPY!,buy,out,0.05,155.453,1177.0,- 0.35,0.0,- 5.21,9 755.94,,
2025.01.17 05:40:02,1178.0,USDJPY!,buy,in,0.05,155.428,1178.0,- 0.35,0.0,0.00,9 755.59,,
2025.01.17 15:15:00,1179.0,USDJPY!,sell,out,0.05,155.565,1179.0,- 0.35,0.0, 4.40,9 759.64,,
